,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,Season,avg_temp
5055,4816,Moong(Green Gram),2002,20527,748,Kharif     ,28.97
5056,12216,Onion,2002,19010,748,Kharif     ,28.97
5057,54,Other Kharif pulses,2002,9252,748,Kharif     ,28.97
5058,7,Ragi,2002,11119,748,Kharif     ,28.97
5059,88555,Rice,2002,61708,748,Kharif     ,28.97
5060,162,Sesamum,2002,83373,748,Kharif     ,28.97
5061,14285,Small millets,2004,22411,748,Kharif     ,28.9
5062,994,Soyabean,2004,12666,748,Kharif     ,28.9
5063,1304,Urad,2004,18849,748,Kharif     ,28.9
5064,1241,Bajra,2004,15047,748,Rabi       ,28.9
5065,414,Dry chillies,2004,9731,748,Rabi       ,28.9
5066,138260,Gram,2004,11545,748,Rabi       ,28.9
5067,26985,Groundnut,2004,69167,748,Rabi       ,28.9
5068,1406,Horse-gram,2004,74208,748,Rabi       ,28.9
5069,73299,Jowar,2005,21952,748,Rabi       ,29.18
5070,6,Linseed,2005,18058,748,Rabi       ,29.18
5071,929,Maize,2005,20000,748,Rabi       ,29.18
5072,105,Moong(Green Gram),2005,17791,748,Rabi       ,29.18
5073,2559,Onion,2005,10919,748,Rabi       ,29.18
5074,73,Other  Rabi pulses,2005,17025,748,Rabi       ,29.18
5075,6,Ragi,2005,83331,748,Rabi       ,29.18
5076,4488,Rapeseed &Mustard,2005,75306,748,Rabi       ,29.18
5077,20079,Rice,2006,21316,748,Rabi       ,28.92
5078,1373,Safflower,2006,19444,748,Rabi       ,28.92
5079,117,Sesamum,2006,20000,748,Rabi       ,28.92
5080,3,Small millets,2006,25724,748,Rabi       ,28.92
5081,670,Urad,2006,11393,748,Rabi       ,28.92
5082,711,Wheat,2006,11421,748,Rabi       ,28.92
5083,1234,Banana,2006,125728,748,Whole Year ,28.92
5084,60,Coconut ,2006,85482,748,Whole Year ,28.92
5085,6514,Coriander,2007,23030,748,Whole Year ,28.96
5086,1817,Sugarcane,2007,11736,748,Whole Year ,28.96
5087,180697,Sunflower,2007,20000,748,Whole Year ,28.96
5088,8,Sweet potato,2007,17002,748,Whole Year ,28.96
5089,13857,Tobacco,2007,9374,748,Whole Year ,28.96
5090,978,Turmeric,2007,11250,748,Whole Year ,28.96
5091,32801,Arhar/Tur,2007,90640,748,Kharif     ,28.96
5092,8784,Bajra,2007,65200,748,Kharif     ,28.96
5093,10468,Castor seed,2008,19060,748,Kharif     ,28.4
5094,17223,Cotton(lint),2008,16662,748,Kharif     ,28.4
5095,11290,Dry chillies,2008,17954,748,Kharif     ,28.4
5096,186459,Groundnut,2008,24355,748,Kharif     ,28.4
5097,4905,Jowar,2008,9859,748,Kharif     ,28.4
5098,11988,Maize,2008,27290,748,Kharif     ,28.4
5099,160,Mesta,2008,110907,748,Kharif     ,28.4
5100,3945,Moong(Green Gram),2008,71895,748,Kharif     ,28.4
5101,11174,Onion,2009,17452,748,Kharif     ,29.05
5102,3,Other Kharif pulses,2009,15286,748,Kharif     ,29.05
5103,1,Ragi,2009,18111,748,Kharif     ,29.05
5104,80692,Rice,2009,23154,748,Kharif     ,29.05
5105,198,Sesamum,2009,9204,748,Kharif     ,29.05
5106,7615,Small millets,2009,14542,748,Kharif     ,29.05
5107,519,Soyabean,2009,126965,748,Kharif     ,29.05
5108,2849,Urad,2009,94186,748,Kharif     ,29.05
5109,202,Arhar/Tur,2010,15659,748,Rabi       ,29.17
5110,681,Bajra,2010,14342,748,Rabi       ,29.17
5111,461,Dry chillies,2010,18998,748,Rabi       ,29.17
5112,217586,Gram,2010,20238,748,Rabi       ,29.17
5113,24156,Groundnut,2010,10036,748,Rabi       ,29.17
5114,1474,Horse-gram,2010,12562,748,Rabi       ,29.17
5115,68331,Jowar,2010,102743,748,Rabi       ,29.17
5116,1731,Maize,2010,66518,748,Rabi       ,29.17
5117,434,Moong(Green Gram),2011,13548,748,Rabi       ,29.03
5118,1321,Onion,2011,15356,748,Rabi       ,29.03
5119,65,Other  Rabi pulses,2011,19159,748,Rabi       ,29.03
5120,4622,Rapeseed &Mustard,2011,17676,748,Rabi       ,29.03
5121,12475,Rice,2011,8952,748,Rabi       ,29.03
5122,708,Safflower,2011,8873,748,Rabi       ,29.03
5123,659,Sesamum,2011,190326,748,Rabi       ,29.03
5124,61,Small millets,2011,74827,748,Rabi       ,29.03
5125,3323,Urad,2012,13636,748,Rabi       ,28.67
5126,670,Wheat,2012,18386,748,Rabi       ,28.67
5127,2128,Banana,2012,19320,748,Whole Year ,28.67
5128,52,Coconut ,2012,23336,748,Whole Year ,28.67
5129,6517,Coriander,2012,10755,748,Whole Year ,28.67
5130,1,Dry ginger,2012,10949,748,Whole Year ,28.67
5131,2246,Sugarcane,2012,83073,748,Whole Year ,28.67
5132,174126,Sunflower,2012,90785,748,Whole Year ,28.67
5133,6,Sweet potato,2013,13594,748,Whole Year ,29.41
5134,8155,Tobacco,2013,17353,748,Whole Year ,29.41
5135,1183,Turmeric,2013,19481,748,Whole Year ,29.41
5136,34000,Arhar/Tur,2013,21993,748,Kharif     ,29.41
5137,10000,Bajra,2013,10409,748,Kharif     ,29.41
5138,14000,Castor seed,2013,13512,748,Kharif     ,29.41
5139,29000,Cotton(lint),2013,146793,748,Kharif     ,29.41
5140,13000,Dry chillies,2013,58594,748,Kharif     ,29.41
5141,206000,Groundnut,1990,88969,1274,Kharif     ,21.15
5142,5000,Jowar,1990,13540,1274,Kharif     ,21.15
5143,18000,Maize,1990,34836,1274,Kharif     ,21.15
5144,9000,Moong(Green Gram),1990,33333,1274,Kharif     ,21.15
5145,14000,Onion,1990,10983,1274,Kharif     ,21.15
5146,90000,Rice,1990,10000,1274,Kharif     ,21.15
5147,9000,Small millets,1990,64427,1274,Kharif     ,21.15
5148,72000,Sunflower,1990,7478,1274,Kharif     ,21.15
5149,8000,Urad,1990,57576,1274,Kharif     ,21.15
5150,1000,Dry chillies,1991,89785,1274,Rabi       ,20.97
5151,236000,Gram,1991,13887,1274,Rabi       ,20.97
5152,31000,Groundnut,1991,32454,1274,Rabi       ,20.97
5153,1000,Horse-gram,1991,30923,1274,Rabi       ,20.97
5154,63000,Jowar,1991,11241,1274,Rabi       ,20.97
5155,2000,Maize,1991,10000,1274,Rabi       ,20.97
5156,2000,Onion,1991,64810,1274,Rabi       ,20.97
5157,19000,Rice,1991,7333,1274,Rabi       ,20.97
5158,85000,Sunflower,1991,55714,1274,Rabi       ,20.97
5159,2000,Urad,1992,92046,1274,Rabi       ,21.31
5160,2000,Sugarcane,1992,14218,1274,Whole Year ,21.31
5161,7000,Tobacco,1992,33357,1274,Whole Year ,21.31
5162,30259,Arhar/Tur,1992,31077,1274,Kharif     ,21.31
5163,7864,Bajra,1992,11517,1274,Kharif     ,21.31
5164,15055,Castor seed,1992,8943,1274,Kharif     ,21.31
5165,23397,Cotton(lint),1992,63418,1274,Kharif     ,21.31
5166,13742,Dry chillies,1992,7120,1274,Kharif     ,21.31
5167,223958,Groundnut,1992,55479,1274,Kharif     ,21.31
5168,10834,Jowar,1993,90264,1274,Kharif     ,21.17
5169,17806,Maize,1993,14342,1274,Kharif     ,21.17
5170,2,Mesta,1993,28125,1274,Kharif     ,21.17
5171,926,Moong(Green Gram),1993,31398,1274,Kharif     ,21.17
5172,16549,Onion,1993,11259,1274,Kharif     ,21.17
5173,84066,Rice,1993,8694,1274,Kharif     ,21.17
5174,107,Sesamum,1993,64762,1274,Kharif     ,21.17
5175,7232,Small millets,1993,7748,1274,Kharif     ,21.17
5176,89,Soyabean,1993,55547,1274,Kharif     ,21.17
5177,1133,Urad,1994,87884,1274,Kharif     ,21.25
5178,162,Arhar/Tur,1994,12276,1274,Rabi       ,21.25
5179,368,Bajra,1994,29453,1274,Rabi       ,21.25
5180,343,Dry chillies,1994,31099,1274,Rabi       ,21.25
5181,224086,Gram,1994,9938,1274,Rabi       ,21.25
5182,22185,Groundnut,1994,8000,1274,Rabi       ,21.25
5183,1128,Horse-gram,1994,60149,1274,Rabi       ,21.25
5184,55426,Jowar,1994,8824,1274,Rabi       ,21.25
5185,3512,Maize,1994,55734,1274,Rabi       ,21.25
5186,63,Moong(Green Gram),1995,86870,1274,Rabi       ,21.55
5187,1674,Onion,1995,12752,1274,Rabi       ,21.55
5188,4591,Rapeseed &Mustard,1995,29691,1274,Rabi       ,21.55
5189,27383,Rice,1995,26819,1274,Rabi       ,21.55
5190,380,Safflower,1995,13168,1274,Rabi       ,21.55
5191,332,Sesamum,1995,8368,1274,Rabi       ,21.55
5192,113,Small millets,1995,61230,1274,Rabi       ,21.55
5193,988,Urad,1995,7440,1274,Rabi       ,21.55
5194,747,Wheat,1995,55955,1274,Rabi       ,21.55
5195,2227,Banana,1996,85779,1274,Whole Year ,21.18
5196,71,Coconut ,1996,13133,1274,Whole Year ,21.18
5197,6452,Coriander,1996,28825,1274,Whole Year ,21.18
5198,15,Potato,1996,27873,1274,Whole Year ,21.18
5199,1055,Sugarcane,1996,13206,1274,Whole Year ,21.18
5200,144534,Sunflower,1996,8305,1274,Whole Year ,21.18
5201,7,Sweet potato,1996,62061,1274,Whole Year ,21.18
5202,11614,Tobacco,1996,7728,1274,Whole Year ,21.18
5203,941,Turmeric,1996,56264,1274,Whole Year ,21.18
5204,30703,Arhar/Tur,1997,86182,1274,Kharif     ,21.51
5205,6259,Bajra,1997,12608,1274,Kharif     ,21.51
5206,36210,Castor seed,1997,32397,1274,Kharif     ,21.51
5207,36070,Cotton(lint),1997,32551,1274,Kharif     ,21.51
5208,11187,Dry chillies,1997,12401,1274,Kharif     ,21.51
5209,167441,Groundnut,1997,8282,1274,Kharif     ,21.51
5210,12262,Jowar,1997,61879,1274,Kharif     ,21.51
5211,10824,Maize,1997,7742,1274,Kharif     ,21.51
5212,1758,Moong(Green Gram),1997,56226,1274,Kharif     ,21.51
5213,13868,Onion,1998,88820,1274,Kharif     ,21.56
5214,81908,Rice,1998,11463,1274,Kharif     ,21.56
5215,33,Sesamum,1998,25950,1274,Kharif     ,21.56
5216,5609,Small millets,1998,29927,1274,Kharif     ,21.56
5217,73,Soyabean,1998,12487,1274,Kharif     ,21.56
5218,3102,Urad,1998,8000,1274,Kharif     ,21.56
5219,3257,Arhar/Tur,1998,59048,1274,Rabi       ,21.56
5220,488,Bajra,1998,8148,1274,Rabi       ,21.56
5221,889,Dry chillies,1998,56668,1274,Rabi       ,21.56
5222,239387,Gram,1999,88212,1274,Rabi       ,21.01
5223,23915,Groundnut,1999,11192,1274,Rabi       ,21.01
5224,1396,Horse-gram,1999,24393,1274,Rabi       ,21.01
5225,59444,Jowar,1999,32572,1274,Rabi       ,21.01
5226,4191,Maize,1999,11998,1274,Rabi       ,21.01
5227,370,Moong(Green Gram),1999,7778,1274,Rabi       ,21.01
5228,1454,Onion,1999,65551,1274,Rabi       ,21.01
5229,2661,Rapeseed &Mustard,1999,7085,1274,Rabi       ,21.01
5230,44772,Rice,1999,58009,1274,Rabi       ,21.01
5231,713,Safflower,2000,89953,1274,Rabi       ,21.32
5232,639,Sesamum,2000,10521,1274,Rabi       ,21.32
5233,82,Small millets,2000,25242,1274,Rabi       ,21.32
5234,3468,Urad,2000,30399,1274,Rabi       ,21.32
5235,550,Wheat,2000,12132,1274,Rabi       ,21.32
5236,2253,Banana,2000,7273,1274,Whole Year ,21.32
5237,49,Coconut ,2000,62489,1274,Whole Year ,21.32
5238,9282,Coriander,2000,6774,1274,Whole Year ,21.32
5239,8,Potato,2000,60175,1274,Whole Year ,21.32
5240,1406,Sugarcane,2001,89591,1274,Whole Year ,21.24
5241,140629,Sunflower,2001,10817,1274,Whole Year ,21.24
5242,74,Sweet potato,2001,25757,1274,Whole Year ,21.24
5243,18627,Tobacco,2001,32063,1274,Whole Year ,21.24
5244,995,Turmeric,2001,12559,1274,Whole Year ,21.24
5245,68092,Arhar/Tur,2001,7500,1274,Kharif     ,21.24
5246,7195,Bajra,2001,65072,1274,Kharif     ,21.24
5247,71168,Castor seed,2001,8667,1274,Kharif     ,21.24
5248,54003,Cotton(lint),2001,58376,1274,Kharif     ,21.24
5249,10908,Dry chillies,2002,91456,1274,Kharif     ,21.45
5250,153489,Groundnut,2002,10931,1274,Kharif     ,21.45
5251,1555,Jowar,2002,26760,1274,Kharif     ,21.45
5252,14588,Maize,2002,32629,1274,Kharif     ,21.45
5253,447,Mesta,2002,12850,1274,Kharif     ,21.45
5254,6683,Moong(Green Gram),2002,7500,1274,Kharif     ,21.45
5255,16300,Onion,2002,67215,1274,Kharif     ,21.45
5256,104110,Rice,2002,8290,1274,Kharif     ,21.45
5257,66,Sesamum,2002,58376,1274,Kharif     ,21.45
5258,9741,Small millets,2004,79083,1274,Kharif     ,21.71
5259,130,Soyabean,2004,10807,1274,Kharif     ,21.71
5260,8143,Urad,2004,28732,1274,Kharif     ,21.71
5261,2081,Arhar/Tur,2004,32924,1274,Rabi       ,21.71
5262,416,Bajra,2004,13486,1274,Rabi       ,21.71
5263,636,Dry chillies,2004,7500,1274,Rabi       ,21.71
5264,217475,Gram,2004,66752,1274,Rabi       ,21.71
5265,25403,Groundnut,2004,8326,1274,Rabi       ,21.71
5266,965,Horse-gram,2004,55067,1274,Rabi       ,21.71
5267,54101,Jowar,2005,75230,1274,Rabi       ,22.29
5268,5551,Maize,2005,10833,1274,Rabi       ,22.29
5269,1525,Moong(Green Gram),2005,25483,1274,Rabi       ,22.29
5270,3014,Onion,2005,34144,1274,Rabi       ,22.29
5271,5,Ragi,2005,14042,1274,Rabi       ,22.29
5272,4909,Rapeseed &Mustard,2005,7778,1274,Rabi       ,22.29
5273,32967,Rice,2005,65368,1274,Rabi       ,22.29
5274,827,Safflower,2005,7387,1274,Rabi       ,22.29
5275,615,Sesamum,2005,52836,1274,Rabi       ,22.29
5276,410,Small millets,2006,87864,1274,Rabi       ,21.83
5277,13373,Urad,2006,10159,1274,Rabi       ,21.83
5278,563,Wheat,2006,26176,1274,Rabi       ,21.83
5279,2018,Banana,2006,33322,1274,Whole Year ,21.83
5280,3659,Coriander,2006,12654,1274,Whole Year ,21.83
5281,14,Potato,2006,7895,1274,Whole Year ,21.83
5282,1738,Sugarcane,2006,66985,1274,Whole Year ,21.83
5283,78213,Sunflower,2006,8007,1274,Whole Year ,21.83
5284,6,Sweet potato,2006,56615,1274,Whole Year ,21.83
5285,12141,Tobacco,2007,87275,1274,Whole Year ,21.28
5286,1918,Turmeric,2007,10244,1274,Whole Year ,21.28
5287,48261,Arhar/Tur,2007,34521,1274,Kharif     ,21.28
5288,5174,Bajra,2007,33767,1274,Kharif     ,21.28
5289,115092,Castor seed,2007,12964,1274,Kharif     ,21.28
5290,97242,Cotton(lint),2007,7750,1274,Kharif     ,21.28
5291,4,Cowpea(Lobia),2007,66692,1274,Kharif     ,21.28
5292,19629,Dry chillies,2007,8407,1274,Kharif     ,21.28
5293,84011,Groundnut,2007,57103,1274,Kharif     ,21.28
5294,14115,Jowar,2008,64718,1274,Kharif     ,21.29
5295,21650,Maize,2008,10041,1274,Kharif     ,21.29
5296,1005,Mesta,2008,26273,1274,Kharif     ,21.29
5297,1284,Moong(Green Gram),2008,32203,1274,Kharif     ,21.29
5298,24460,Onion,2008,12874,1274,Kharif     ,21.29
5299,2,Ragi,2008,7683,1274,Kharif     ,21.29
5300,91984,Rice,2008,65947,1274,Kharif     ,21.29
5301,19,Sesamum,2008,8431,1274,Kharif     ,21.29
5302,8704,Small millets,2008,57869,1274,Kharif     ,21.29
5303,101,Soyabean,2009,41867,1274,Kharif     ,21.42
5304,3657,Urad,2009,10032,1274,Kharif     ,21.42
5305,760,Arhar/Tur,2009,27711,1274,Rabi       ,21.42
5306,619,Bajra,2009,32680,1274,Rabi       ,21.42
5307,12,Cowpea(Lobia),2009,12885,1274,Rabi       ,21.42
5308,911,Dry chillies,2009,7619,1274,Rabi       ,21.42
5309,201034,Gram,2009,67125,1274,Rabi       ,21.42
5310,17307,Groundnut,2009,8583,1274,Rabi       ,21.42
5311,593,Horse-gram,2009,55000,1274,Rabi       ,21.42
5312,70555,Jowar,2010,40629,1274,Rabi       ,21.75
5313,7852,Maize,2010,10511,1274,Rabi       ,21.75
5314,1518,Moong(Green Gram),2010,42521,1274,Rabi       ,21.75
5315,2449,Onion,2010,28268,1274,Rabi       ,21.75
5316,3040,Rapeseed &Mustard,2010,10701,1274,Rabi       ,21.75
5317,14738,Rice,2010,7752,1274,Rabi       ,21.75
5318,143,Safflower,2010,77508,1274,Rabi       ,21.75
5319,425,Sesamum,2010,7393,1274,Rabi       ,21.75
5320,535,Small millets,2010,64079,1274,Rabi       ,21.75
5321,8925,Urad,2011,39948,1274,Rabi       ,21.23
5322,221,Wheat,2011,11023,1274,Rabi       ,21.23
5323,612,Banana,2011,45493,1274,Whole Year ,21.23
5324,15,Coconut ,2011,26876,1274,Whole Year ,21.23
5325,3151,Coriander,2011,8205,1274,Whole Year ,21.23
5326,32,Potato,2011,7764,1274,Whole Year ,21.23
5327,985,Sugarcane,2011,78801,1274,Whole Year ,21.23
5328,32425,Sunflower,2011,7129,1274,Whole Year ,21.23
5329,41,Sweet potato,2011,68989,1274,Whole Year ,21.23
5330,9007,Tobacco,2012,42092,1274,Whole Year ,21.44
5331,4778,Turmeric,2012,11763,1274,Whole Year ,21.44
5332,49734,Arhar/Tur,2012,31165,1274,Kharif     ,21.44
5333,11611,Bajra,2012,21041,1274,Kharif     ,21.44
5334,603,Brinjal,2012,5890,1274,Kharif     ,21.44
5335,8,Cabbage,2012,7283,1274,Kharif     ,21.44
5336,66013,Castor seed,2012,65035,1274,Kharif     ,21.44
5337,1107,Coriander,2012,4448,1274,Kharif     ,21.44
5338,154899,Cotton(lint),2012,90258,1274,Kharif     ,21.44
5339,12504,Dry chillies,2013,68749,1274,Kharif     ,21.53
5340,1,Grapes,2013,13218,1274,Kharif     ,21.53
5341,118724,Groundnut,2013,62252,1274,Kharif     ,21.53
5342,3,Horse-gram,2013,19130,1274,Kharif     ,21.53
5343,14661,Jowar,2013,6513,1274,Kharif     ,21.53
5344,43,Lemon,2013,9554,1274,Kharif     ,21.53
5345,33567,Maize,2013,104528,1274,Kharif     ,21.53
5346,3352,Mango,2013,7276,1274,Kharif     ,21.53
5347,41,Mesta,2013,79279,1274,Kharif     ,21.53
5348,1357,Moong(Green Gram),1990,164386,1604,Kharif     ,25.08
5349,14931,Onion,1990,18543,1604,Kharif     ,25.08
5350,107,Papaya,1990,51150,1604,Kharif     ,25.08
5351,47,Pome Granet,1990,16142,1604,Kharif     ,25.08
5352,72625,Rice,1990,49999,1604,Kharif     ,25.08
5353,365,Sapota,1990,8489,1604,Kharif     ,25.08
5354,12,Sesamum,1990,6000,1604,Kharif     ,25.08
5355,18493,Small millets,1990,78150,1604,Kharif     ,25.08
5356,69,Soyabean,1990,15000,1604,Kharif     ,25.08
5357,1468,Sugarcane,1990,39310,1604,Kharif     ,25.08
5358,7499,Sunflower,1991,162200,1604,Kharif     ,24.99
5359,80,Tobacco,1991,19800,1604,Kharif     ,24.99
5360,4314,Tomato,1991,53222,1604,Kharif     ,24.99
5361,2435,Turmeric,1991,16875,1604,Kharif     ,24.99
5362,3370,Urad,1991,36400,1604,Kharif     ,24.99
5363,689,Arhar/Tur,1991,7692,1604,Rabi       ,24.99
5364,737,Bajra,1991,6034,1604,Rabi       ,24.99
5365,265,Brinjal,1991,63103,1604,Rabi       ,24.99
5366,5,Cabbage,1991,12863,1604,Rabi       ,24.99
5367,1025,Castor seed,1991,50000,1604,Rabi       ,24.99
5368,1950,Coriander,1992,136333,1604,Rabi       ,24.6
5369,95,Cotton(lint),1992,13974,1604,Rabi       ,24.6
5370,40,Cowpea(Lobia),1992,54632,1604,Rabi       ,24.6
5371,638,Dry chillies,1992,20500,1604,Rabi       ,24.6
5372,218223,Gram,1992,35000,1604,Rabi       ,24.6
5373,22535,Groundnut,1992,7600,1604,Rabi       ,24.6
5374,714,Horse-gram,1992,6061,1604,Rabi       ,24.6
5375,67191,Jowar,1992,62643,1604,Rabi       ,24.6
5376,8739,Maize,1992,12884,1604,Rabi       ,24.6
5377,889,Moong(Green Gram),1992,55238,1604,Rabi       ,24.6
5378,1629,Onion,1993,131840,1604,Rabi       ,24.9
5379,25,Potato,1993,11267,1604,Rabi       ,24.9
5380,1648,Rapeseed &Mustard,1993,56000,1604,Rabi       ,24.9
5381,16840,Rice,1993,21111,1604,Rabi       ,24.9
5382,251,Safflower,1993,29000,1604,Rabi       ,24.9
5383,442,Sesamum,1993,7647,1604,Rabi       ,24.9
5384,332,Small millets,1993,6000,1604,Rabi       ,24.9
5385,23077,Sunflower,1993,62183,1604,Rabi       ,24.9
5386,6575,Tobacco,1993,12904,1604,Rabi       ,24.9
5387,617,Tomato,1993,60000,1604,Rabi       ,24.9
5388,4966,Urad,1994,127037,1604,Rabi       ,24.93
5389,314,Wheat,1994,11644,1604,Rabi       ,24.93
5390,16,Coconut ,1994,55053,1604,Whole Year ,24.93
5391,42964,Arhar/Tur,1994,19811,1604,Kharif     ,24.93
5392,7614,Bajra,1994,31423,1604,Kharif     ,24.93
5393,266,Brinjal,1994,7292,1604,Kharif     ,24.93
5394,2,Cabbage,1994,6026,1604,Kharif     ,24.93
5395,27505,Castor seed,1994,61724,1604,Kharif     ,24.93
5396,490,Coriander,1994,12937,1604,Kharif     ,24.93
5397,203835,Cotton(lint),1994,70588,1604,Kharif     ,24.93
5398,15252,Dry chillies,1995,118667,1604,Kharif     ,25.21
5399,5,Grapes,1995,15450,1604,Kharif     ,25.21
5400,150918,Groundnut,1995,54365,1604,Kharif     ,25.21
5401,4,Horse-gram,1995,20588,1604,Kharif     ,25.21
5402,10958,Jowar,1995,31307,1604,Kharif     ,25.21
5403,43,Lemon,1995,8679,1604,Kharif     ,25.21
5404,38761,Maize,1995,6203,1604,Kharif     ,25.21
5405,3279,Mango,1995,61264,1604,Kharif     ,25.21
5406,36,Mesta,1995,13098,1604,Kharif     ,25.21
5407,1261,Moong(Green Gram),1995,71625,1604,Kharif     ,25.21
5408,14961,Onion,1996,115500,1604,Kharif     ,25
5409,27555,other oilseeds,1996,18750,1604,Kharif     ,25
5410,77,Papaya,1996,55603,1604,Kharif     ,25
5411,35,Pome Granet,1996,29064,1604,Kharif     ,25
5412,92596,Rice,1996,31391,1604,Kharif     ,25
5413,285,Sapota,1996,8910,1604,Kharif     ,25
5414,44,Sesamum,1996,6220,1604,Kharif     ,25
5415,11066,Small millets,1996,60681,1604,Kharif     ,25
5416,50,Soyabean,1996,13333,1604,Kharif     ,25
5417,751,Sugarcane,1996,75000,1604,Kharif     ,25
5418,7047,Sunflower,1997,106556,1604,Kharif     ,24.98
5419,294,Tobacco,1997,20267,1604,Kharif     ,24.98
5420,2152,Tomato,1997,56426,1604,Kharif     ,24.98
5421,1771,Turmeric,1997,40329,1604,Kharif     ,24.98
5422,2248,Urad,1997,33636,1604,Kharif     ,24.98
5423,531,Arhar/Tur,1997,8889,1604,Rabi       ,24.98
5424,219,Bajra,1997,6235,1604,Rabi       ,24.98
5425,396,Brinjal,1997,65306,1604,Rabi       ,24.98
5426,35,Cabbage,1997,13264,1604,Rabi       ,24.98
5427,42,Castor seed,1997,78947,1604,Rabi       ,24.98
5428,1584,Coriander,1998,90041,1604,Rabi       ,25.66
5429,179,Cotton(lint),1998,18911,1604,Rabi       ,25.66
5430,57,Cowpea(Lobia),1998,67958,1604,Rabi       ,25.66
5431,285,Dry chillies,1998,53198,1604,Rabi       ,25.66
5432,201345,Gram,1998,35467,1604,Rabi       ,25.66
5433,16855,Groundnut,1998,9955,1604,Rabi       ,25.66
5434,567,Horse-gram,1998,6250,1604,Rabi       ,25.66
5435,49305,Jowar,1998,74780,1604,Rabi       ,25.66
5436,13120,Maize,1998,13279,1604,Rabi       ,25.66
5437,785,Moong(Green Gram),1998,79360,1604,Rabi       ,25.66
5438,2134,Onion,1999,136594,1604,Rabi       ,24.97
5439,2466,Rapeseed &Mustard,1999,25907,1604,Rabi       ,24.97
5440,32298,Rice,1999,61102,1604,Rabi       ,24.97
5441,144,Safflower,1999,60031,1604,Rabi       ,24.97
5442,1473,Sesamum,1999,33095,1604,Rabi       ,24.97
5443,36,Small millets,1999,11239,1604,Rabi       ,24.97
5444,20,Soyabean,1999,6373,1604,Rabi       ,24.97
5445,15040,Sunflower,1999,65895,1604,Rabi       ,24.97
5446,5378,Tobacco,1999,13294,1604,Rabi       ,24.97
5447,565,Tomato,1999,93209,1604,Rabi       ,24.97
5448,1,Turmeric,2000,132992,1604,Rabi       ,24.88
5449,2551,Urad,2000,24615,1604,Rabi       ,24.88
5450,274,Wheat,2000,61323,1604,Rabi       ,24.88
5451,1632,Banana,2000,59044,1604,Whole Year ,24.88
5452,27547,Castor seed,2000,30103,1604,Whole Year ,24.88
5453,8,Coconut ,2000,12000,1604,Whole Year ,24.88
5454,2074,Coriander,2000,6375,1604,Whole Year ,24.88
5455,17,Potato,2000,64578,1604,Whole Year ,24.88
5456,144,Safflower,2000,13309,1604,Whole Year ,24.88
5457,18,Sannhamp,2000,93662,1604,Whole Year ,24.88
5458,274,Wheat,2001,81918,1604,Whole Year ,25.01
5459,43233,Arhar/Tur,2001,24404,1604,Kharif     ,25.01
5460,5056,Bajra,2001,62064,1604,Kharif     ,25.01
5461,732,Brinjal,2001,51674,1604,Kharif     ,25.01
5462,11,Cabbage,2001,30242,1604,Kharif     ,25.01
5463,31651,Castor seed,2001,12024,1604,Kharif     ,25.01
5464,306058,Cotton(lint),2001,6193,1604,Kharif     ,25.01
5465,13822,Dry chillies,2001,64856,1604,Kharif     ,25.01
